crfsuite                       @0.12.2         math/crfsuite
curves                         @20220312       math/curves
cusp                           @0.5.1          math/cusp
cvc4                           @1.4            math/cvc4
dap                            @3.10           math/dap
deal.ii                        @9.3.1          math/deal.ii
diehard                        @0.1            math/diehard
djbfft                         @0.76           math/djbfft
dlib                           @19.24          math/dlib
py37-dlib                      @19.24          math/dlib
py38-dlib                      @19.24          math/dlib
py39-dlib                      @19.24          math/dlib
py310-dlib                     @19.24          math/dlib
dolfin                         @2018.1.0       math/dolfin
drgeo1                         @1.1.0          math/drgeo1
e                              @0.02718        math/e
ecgen                          @0.7.6          math/ecgen
eigen                          @2.0.17         math/eigen
eigen3                         @3.4.0          math/eigen3
eigen3-devel                   @3.4-tracking-20211105 math/eigen3
ensmallen                      @2.19.0         math/ensmallen
ent                            @20220220       math/ent
entropy                        @2.0            math/entropy
eplot                          @20200806       math/eplot
espresso                       @1.0            math/espresso
ess                            @13.09-1        math/ess
feast                          @4.0            math/feast
fftw                           @2.1.5          math/fftw
fftw-single                    @2.1.5          math/fftw
fftw-3                         @3.3.10         math/fftw-3
fftw-3-single                  @3.3.10         math/fftw-3
fftw-3-long                    @3.3.10         math/fftw-3
fgsl                           @1.3.0          math/fgsl
fityk                          @1.3.1          math/fityk
flint                          @2.9.0          math/flint
fricas                         @1.3.8          math/fricas
fyre                           @1.0.1          math/fyre
gaul-devel                     @0.1850         math/gaul-devel
gexpr                          @2.0.2          math/gexpr
gfm                            @1.06           math/gfm
gibbslda                       @0.2            math/gibbslda
glpk                           @5.0            math/glpk
gmp-ecm                        @6.3            math/gmp-ecm
gmtl                           @0.6.1          math/gmtl
gnudatalanguage                @1.0.0-rc.3     math/gnudatalanguage
gnuplot                        @5.4.3          math/gnuplot
gr1c                           @0.9.0          math/gr1c
gretl                          @2022a          math/gretl
gsl                            @2.7.1          math/gsl
gtkdatabox                     @0.9.1.1        math/gtkdatabox
gts                            @0.7.6-20121130 math/gts
gunits                         @2.21           math/gunits
hist                           @1.1.1          math/hist
hpddm                          @2.0.5          math/hpddm
hypre                          @2.14.0         math/hypre
ibex-lib                       @2.8.5          math/ibex-lib
igraph                         @0.10.2         math/igraph
imaxima                        @1.0            math/imaxima
itl                            @4.0.0-1        math/itl
itpp                           @4.3.1          math/itpp
itpp-devel                     @20180529       math/itpp
itsol                          @2.0            math/itsol
ivy                            @0.2.8          math/ivy
k3dsurf                        @0.6.2          math/k3dsurf
kalker                         @1.0.0          math/kalker
lambda                         @0.1.4          math/lambda
lapack                         @3.10.1         math/lapack
lapack-manpages                @3.10.1         math/lapack
laspack                        @1.12.2         math/laspack
lda-c                          @20080413       math/lda-c
lda-d                          @0.2            math/lda-d
lean                           @3.48.0         math/lean
levmar                         @2.6            math/levmar
libcerf                        @2.1            math/libcerf
libfaiss                       @1.7.2          math/libfaiss
py37-faiss                     @1.7.2          math/libfaiss
py38-faiss                     @1.7.2          math/libfaiss
py39-faiss                     @1.7.2          math/libfaiss
py310-faiss                    @1.7.2          math/libfaiss
libgpuarray                    @0.7.6          math/libgpuarray
liblbfgs                       @1.10           math/liblbfgs
liblinear                      @2.30           math/liblinear
libmatheval                    @1.1.11         math/libmatheval
libqalculate                   @4.3.0          math/libqalculate
libranlib                      @1.0            math/libranlib
libsvm                         @3.20           math/libsvm
libticables2                   @1.3.5          math/libticables2
libticalcs2                    @1.1.9          math/libticalcs2
libticonv                      @1.1.5          math/libticonv
libtifiles2                    @1.1.7          math/libtifiles2
libtommath                     @1.2.0          math/libtommath
lis                            @2.0.30         math/lis
lp_solve                       @5.5.2.11       math/lp_solve
lp_solve_java                  @5.5.2.11       math/lp_solve
mallet                         @2.0.8          math/mallet
mapm                           @4.9.5          math/mapm
mathex                         @0.3-b          math/mathex
mathgl                         @8.0.1          math/mathgl
mathomatic                     @16.0.5         math/mathomatic
matio                          @1.5.23         math/matio
maxima                         @5.45.1         math/maxima
maxima-devel                   @5.43-dev-20200126 math/maxima
meschach                       @1.2b           math/meschach
metis                          @5.1.0          math/metis
minisat                        @2.2.0          math/minisat
minpack                        @19961126       math/minpack
ml                             @6.2            math/ml
mlpack                         @3.4.2          math/mlpack
mpdecimal                      @2.5.1          math/mpdecimal
mpfi                           @1.5.4          math/mpfi
msieve                         @1.53           math/msieve
msieve-devel                   @1043           math/msieve
mtl                            @2.1.2-22       math/mtl
mumps                          @5.3.1          math/mumps
muparser                       @2.3.3-1        math/muparser
nanoflann                      @1.3.2          math/nanoflann
nauty                          @2.7r4          math/nauty
ndiff                          @2.00           math/ndiff
nestedsums                     @1.4.12         math/nestedsums
netgen                         @6.2.2004       math/netgen
newmat                         @10             math/newmat
newran                         @02             math/newran
nfft-3                         @3.5.0          math/nfft-3
ngsolve                        @6.2.2004       math/ngsolve
ntl                            @11.5.1         math/ntl
ocaml-gsl                      @0.6.0          math/ocaml-gsl
ocaml-lacaml                   @7.0.13         math/ocaml-lacaml
octave                         @7.2.0          math/octave
octave-audio                   @2.0.5          math/octave-audio
octave-benchmark               @1.1.1          math/octave-benchmark
octave-bim                     @1.1.5          math/octave-bim
octave-bioinfo                 @0.1.2          math/octave-bioinfo
octave-bsltl                   @1.3.1          math/octave-bsltl
octave-cgi                     @0.1.2          math/octave-cgi
octave-civil-engineering       @1.0.7          math/octave-civil-engineering
octave-communications          @1.2.4          math/octave-communications
octave-control                 @3.4.0          math/octave-control
octave-data-smoothing          @1.3.0          math/octave-data-smoothing
octave-database                @2.4.4          math/octave-database
octave-dataframe               @1.2.0          math/octave-dataframe
octave-dicom                   @0.5.0          math/octave-dicom
octave-divand                  @1.1.2          math/octave-divand
octave-doctest                 @0.7.0          math/octave-doctest
octave-econometrics            @1.1.2          math/octave-econometrics
octave-financial               @0.5.3          math/octave-financial
octave-fits                    @1.0.7          math/octave-fits
octave-fl-core                 @1.0.0          math/octave-fl-core
octave-fpl                     @1.3.5          math/octave-fpl
octave-fuzzy-logic-toolkit     @0.4.6          math/octave-fuzzy-logic-toolkit
octave-ga                      @0.10.3         math/octave-ga
octave-general                 @2.1.2          math/octave-general
octave-generate_html           @0.3.3          math/octave-generate_html
octave-geometry                @4.0.0          math/octave-geometry
octave-gsl                     @2.1.1          math/octave-gsl
octave-ident                   @1.0.7          math/octave-ident
octave-image                   @2.14.0         math/octave-image
octave-informationtheory       @0.1.8          math/octave-informationtheory
octave-instrument-control      @0.8.0          math/octave-instrument-control
octave-integration             @1.0.7          math/octave-integration
octave-interval                @3.2.1          math/octave-interval
octave-io                      @2.6.4          math/octave-io
octave-irsa                    @1.0.7          math/octave-irsa
octave-linear-algebra          @2.2.3          math/octave-linear-algebra
octave-lssa                    @0.1.4          math/octave-lssa
octave-ltfat                   @2.4.0          math/octave-ltfat
octave-mapping                 @1.4.2          math/octave-mapping
octave-matgeom                 @1.2.3          math/octave-matgeom
octave-mechanics               @1.3.1          math/octave-mechanics
octave-miscellaneous           @1.3.0          math/octave-miscellaneous
octave-missing-functions       @1.0.2          math/octave-missing-functions
octave-msh                     @1.0.10         math/octave-msh
octave-multicore               @0.2.15         math/octave-multicore
octave-mvn                     @1.1.0          math/octave-mvn
octave-nan                     @3.7.0          math/octave-nan
octave-ncarray                 @1.0.5          math/octave-ncarray
octave-netcdf                  @1.0.16         math/octave-netcdf
octave-nnet                    @0.1.13         math/octave-nnet
octave-nurbs                   @1.4.3          math/octave-nurbs
octave-ocs                     @0.1.5          math/octave-ocs
octave-octclip                 @2.0.1          math/octave-octclip
octave-octproj                 @2.0.1          math/octave-octproj
octave-odebvp                  @1.0.6          math/octave-odebvp
octave-optics                  @0.1.4          math/octave-optics
octave-optim                   @1.6.2          math/octave-optim
octave-optiminterp             @0.3.7          math/octave-optiminterp
octave-outliers                @0.13.9         math/octave-outliers
octave-parallel                @4.0.1          math/octave-parallel
octave-plot                    @1.1.0          math/octave-plot
octave-quaternion              @2.4.0          math/octave-quaternion
octave-queueing                @1.2.7          math/octave-queueing
octave-secs1d                  @0.0.9          math/octave-secs1d
octave-signal                  @1.4.2          math/octave-signal
octave-sockets                 @1.4.0          math/octave-sockets
octave-specfun                 @1.1.0          math/octave-specfun
octave-splines                 @1.3.4          math/octave-splines
octave-statistics              @1.4.3          math/octave-statistics
octave-stk                     @2.7.0          math/octave-stk
octave-strings                 @1.3.0          math/octave-strings
octave-struct                  @1.0.18         math/octave-struct
octave-symband                 @1.0.10         math/octave-symband
octave-symbolic                @3.0.1          math/octave-symbolic
octave-tablicious              @0.3.6          math/octave-tablicious
octave-tcl-octave              @0.1.8          math/octave-tcl-octave
octave-tisean                  @0.2.3          math/octave-tisean
octave-tsa                     @4.6.3          math/octave-tsa
octave-video                   @2.0.2          math/octave-video
octave-vrml                    @1.0.13         math/octave-vrml
octave-windows                 @1.6.3          math/octave-windows
octave-zenity                  @0.5.7          math/octave-zenity
octave-zeromq                  @1.5.5          math/octave-zeromq
oll                            @0.03           math/oll
opal-ml                        @2015-02-08     math/opal-ml
openlibm                       @0.8.1          math/openlibm
optpp                          @20181125       math/optpp
orpie                          @1.5.2          math/orpie
pari                           @2.13.4         math/pari
parmetis                       @4.0.3          math/parmetis
pdc                            @0.9            math/pdc
pecco                          @2022-03-18     math/pecco
petsc                          @3.15.0         math/petsc
pfft                           @1.0.8-alpha    math/pfft
picosat                        @965            math/picosat
plda                           @3.1            math/plda
ploticus                       @2.42           math/ploticus
prc                            @1.5.6          math/prc
primegen                       @0.97           math/primegen
pspp                           @1.6.2          math/pspp
pspp-devel                     @1.6.2          math/pspp-devel
pyxplot                        @0.9.2          math/pyxplot
qalculate-gtk                  @4.3.0          math/qalculate-gtk
qalculate-qt                   @4.3.0          math/qalculate-qt
qhull                          @2020.2         math/qhull
qrupdate                       @1.1.2          math/qrupdate
reduce                         @20211019       math/reduce
scalapack                      @2.1.0          math/scalapack
scalc                          @1.15           math/scalc
sgd                            @2.1            math/sgd
shogun                         @2.1.0          math/shogun
shogun-devel                   @4.0.0          math/shogun-devel
singular                       @4.3.1          math/singular
slepc                          @3.15.0         math/slepc
sofia-ml                       @2011-06-20-r42 math/sofia-ml
sprng                          @1.0            math/sprng
stp                            @20150306       math/stp
sundials                       @5.8.0          math/sundials
sundials2                      @2.7.0          math/sundials2
sundials5                      @5.8.0          math/sundials5
sundials6                      @6.3.0          math/sundials6
superlu                        @5.2.2          math/superlu
superlu_dist                   @6.4.0          math/superlu_dist
svdlibc                        @1.4            math/svdlibc
symengine                      @0.8.1          math/symengine
tablix                         @0.3.5          math/tablix
taucs                          @2.2            math/taucs
tiemu3                         @3.03           math/tiemu3
tilp2                          @1.18           math/tilp2
vampire                        @2021-08-04     math/vampire
vdt                            @0.4.4          math/vdt
viennacl                       @1.7.1          math/viennacl
vowpal_wabbit                  @8.3.1          math/vowpal_wabbit
wapiti                         @1.5.0          math/wapiti
wxMaxima                       @21.02.0        math/wxMaxima
xgraph                         @12.1           math/xgraph
xmfract                        @1.4            math/xmfract
xmgr                           @4.1.2          math/xmgr
xplot                          @0.90.7.1       math/xplot
xylib                          @1.2            math/xylib
yacas                          @1.3.2          math/yacas
yakmo                          @2015-01-21     math/yakmo
z3                             @4.8.17         math/z3
z3-fstar                       @4.8.5          math/z3
py-z3                          @4.8.17         math/z3
py27-z3                        @4.8.17         math/z3
py37-z3                        @4.8.17         math/z3
py38-z3                        @4.8.17         math/z3
py39-z3                        @4.8.17         math/z3
py310-z3                       @4.8.17         math/z3
z3-java                        @4.8.17         math/z3
AtomicParsley                  @0.9.0          multimedia/AtomicParsley
AtomicParsley-devel            @0.9.2-r110     multimedia/AtomicParsley-devel
DeaDBeeF                       @1.9.2          multimedia/DeaDBeeF
HandBrake                      @0.10.0         multimedia/HandBrake
HandBrakeCLI                   @0.10.0         multimedia/HandBrake
M2VDownsizer                   @1.1            multimedia/M2VDownsizer
M2VRequantiser                 @1.1            multimedia/M2VRequantiser
MP4Joiner                      @2.2            multimedia/MP4Joiner
MPlayer                        @1.5.0          multimedia/MPlayer
MediathekView                  @13.7.1         multimedia/MediathekView
ReceiveMIDI                    @1.2.0          multimedia/ReceiveMIDI
SendMIDI                       @1.1.0          multimedia/SendMIDI
VLC                            @3.0.11.1       multimedia/VLC
libVLC                         @3.0.11.1       multimedia/VLC
VLC2                           @2.2.8          multimedia/VLC2
libVLC2                        @2.2.8          multimedia/VLC2
XviD                           @1.3.7          multimedia/XviD
aom                            @3.5.0          multimedia/aom
audacious                      @3.10.1         multimedia/audacious
audacious-core                 @3.10.1         multimedia/audacious-core
audacious-plugins              @3.10.1         multimedia/audacious-plugins
av1an                          @0.3.1          multimedia/av1an
avidemux                       @2.7.6          multimedia/avidemux
bento4                         @1.6.0-639      multimedia/bento4
cfourcc                        @0.1.3          multimedia/cfourcc
csfml                          @2.5.1          multimedia/csfml
cws2fws                        @0              multimedia/cws2fws
cws2fws-pl                     @0.0.1          multimedia/cws2fws-pl
dav1d                          @1.0.0          multimedia/dav1d
despotify                      @20110115       multimedia/despotify
dirac                          @1.0.2          multimedia/dirac
dmapd                          @0.0.85         multimedia/dmapd
dvbcut                         @0.7.3          multimedia/dvbcut
dvdauthor                      @0.7.2          multimedia/dvdauthor
dvdbackup                      @0.4.2          multimedia/dvdbackup
dvdrip                         @0.98.11        multimedia/dvdrip
ffmpeg                         @4.4.2          multimedia/ffmpeg
ffmpeg-devel                   @4.4.2          multimedia/ffmpeg-devel
ffmpeg-upstream                @5.1.2          multimedia/ffmpeg-upstream
ffmpegthumbnailer              @2.2.2          multimedia/ffmpegthumbnailer
ffms2                          @2.40           multimedia/ffms2
fluidsynth                     @2.2.8          multimedia/fluidsynth
frei0r-plugins                 @1.7.0          multimedia/frei0r-plugins
gavl                           @1.2.0          multimedia/gavl
gnupod                         @0.99.8         multimedia/gnupod
gpac                           @2.0.0          multimedia/gpac
gtkpod                         @2.1.5          multimedia/gtkpod
hdhomerun_gui                  @20200521       multimedia/hdhomerun_gui
jpeginfo                       @1.6.1          multimedia/jpeginfo
kdenlive                       @0.9.10         multimedia/kdenlive
libaacs                        @0.11.1         multimedia/libaacs
libaribb24                     @1.0.3          multimedia/libaribb24
libartnet                      @1.1.2          multimedia/libartnet
libass                         @0.16.0         multimedia/libass
libavif                        @0.10.1         multimedia/libavif
libbdplus                      @0.1.2          multimedia/libbdplus
libbluray                      @1.3.3          multimedia/libbluray
libcec                         @6.0.2          multimedia/libcec
libde265                       @1.0.8          multimedia/libde265
libdumb                        @0.9.3          multimedia/libdumb
libdv                          @1.0.0          multimedia/libdv
libgpod                        @0.8.3          multimedia/libgpod
libheif                        @1.13.0         multimedia/libheif
libltc                         @1.3.2          multimedia/libltc
libmatroska                    @1.6.3          multimedia/libmatroska
libmms                         @0.6.4          multimedia/libmms
libmovit                       @1.5.3          multimedia/libmovit
libmpeg2                       @0.5.1          multimedia/libmpeg2
libmtp                         @1.1.17         multimedia/libmtp
libogg                         @1.3.5          multimedia/libogg
libopenshot                    @0.2.6          multimedia/libopenshot
libopenshot-audio              @0.2.1          multimedia/libopenshot-audio
libquicktime                   @1.2.4          multimedia/libquicktime
libquicktime-devel             @1.2.4-20210720 multimedia/libquicktime-devel
libtheora                      @1.1.1          multimedia/libtheora
libvideogfx                    @1.0.9          multimedia/libvideogfx
libvidstab                     @1.1.0          multimedia/libvidstab
libvmaf                        @2.3.1          multimedia/libvmaf
libvpx                         @1.12.0         multimedia/libvpx
libvpx-devel                   @1.12.0         multimedia/libvpx-devel
libyuv                         @20220812       multimedia/libyuv
live555                        @2022.02.07     multimedia/live555
livestreamer                   @1.12.2         multimedia/livestreamer
lmms                           @1.1.3          multimedia/lmms
ltc-tools                      @0.7.0          multimedia/ltc-tools
mediainfo                      @22.03          multimedia/mediainfo
MediaInfo-gui                  @22.03          multimedia/mediainfo
mimms                          @3.2.1          multimedia/mimms
ming                           @0.4.8          multimedia/ming
mjpegtools                     @2.1.0          multimedia/mjpegtools
mkvtoolnix                     @70.0.0         multimedia/mkvtoolnix
mkvtoolnix-devel               @70.0.0         multimedia/mkvtoolnix-devel
mlt                            @6.24.0         multimedia/mlt
mlt-qt5                        @6.24.0         multimedia/mlt
moc                            @2.6-alpha1     multimedia/moc
mp4v2                          @4.1.3          multimedia/mp4v2
mpeg2vidcodec                  @1.2            multimedia/mpeg2vidcodec
mpgtx                          @1.3.1          multimedia/mpgtx
mplayer-devel                  @38405          multimedia/mplayer-devel
mpv                            @0.34.1         multimedia/mpv
musikcube                      @0.96.7         multimedia/musikcube
mythtv-pkg.27                  @Fixes-0.27.4   multimedia/mythtv-pkg.27
mythtv.27                      @3c7582e9       multimedia/mythtv.27
mythtv-core.27                 @0.27.7-Fixes-20180201 multimedia/mythtv.27
mythtv-plugins.27              @0.27.7-Fixes-20180201 multimedia/mythtv.27
mythtv.28                      @0.28.2-Fixes-20180201 multimedia/mythtv.28
mythtv-core.28                 @0.28.2-Fixes-20180201 multimedia/mythtv.28
mythtv-plugins.28              @0.28.2-Fixes-20180201 multimedia/mythtv.28
mythtv-pkg.28                  @8238e839       multimedia/mythtv.28
mythweb.27                     @0.27.4-Fixes-20160720 multimedia/mythweb.27
mythweb.28                     @0.28.1-Fixes-20170719 multimedia/mythweb.28
ogmtools                       @1.5            multimedia/ogmtools
openshot-qt                    @2.6.0          multimedia/openshot-qt
p8-platform                    @2.1.0.1        multimedia/p8-platform
pHash                          @0.9.6          multimedia/pHash
photopc                        @3.05           multimedia/photopc
quickascii                     @1.0.5          multimedia/quickascii
rav1e                          @0.5.1          multimedia/rav1e
raylib                         @4.2.0          multimedia/raylib
reddsaver                      @0.4.0          multimedia/reddsaver
replex                         @0.1.6.8        multimedia/replex
schroedinger                   @1.0.11         multimedia/schroedinger
scrcpy                         @1.24           multimedia/scrcpy
sfml                           @2.5.1          multimedia/sfml
shairport-sync                 @2.8.6          multimedia/shairport-sync
shenidam                       @1.0            multimedia/shenidam
smpeg                          @0.4.4          multimedia/smpeg
smpeg2                         @2.0.0          multimedia/smpeg2
spotify-dl                     @8.3.0          multimedia/spotify-dl
streamlink                     @1.7.0          multimedia/streamlink
subdownloader                  @2.0.18         multimedia/subdownloader
subtitleripper                 @0.3-4          multimedia/subtitleripper
svt-av1                        @1.3.0          multimedia/svt-av1
tablet-encode                  @2.30           multimedia/tablet-encode
tivodecode                     @0.2pre4        multimedia/tivodecode
tovid                          @0.35.2         multimedia/tovid
transcode                      @1.1.7          multimedia/transcode
tsduck                         @3.22-1953      multimedia/tsduck
vapoursynth                    @59             multimedia/vapoursynth
vcdimager                      @2.0.1          multimedia/vcdimager
vobcopy                        @1.2.0          multimedia/vobcopy
welle.io                       @2.3            multimedia/welle.io
welle.io-devel                 @20210522+git66675c9 multimedia/welle.io
x264                           @20191217       multimedia/x264
x264transcode                  @0.3.1          multimedia/x264transcode
x265                           @3.4            multimedia/x265
xine-lib                       @1.2.12         multimedia/xine-lib
xine-ui                        @0.99.13        multimedia/xine-ui
xmltv                          @1.1.2          multimedia/xmltv
youtube-viewer                 @3.9.1          multimedia/youtube-viewer
ytcast                         @1.3.0          multimedia/ytcast
zvbi                           @0.2.35         multimedia/zvbi
3proxy                         @0.9.4          net/3proxy
6tunnel                        @0.13           net/6tunnel
ASFRecorder                    @1.1            net/ASFRecorder
FreeRDP                        @2.7.0          net/FreeRDP
GTorrentViewer                 @0.2b           net/GTorrentViewer
ReadyMedia                     @1.3.2          net/ReadyMedia
adns                           @1.6.0          net/adns
aget                           @0.4.1          net/aget
aiccu                          @20070115       net/aiccu
airctl                         @0.7.3          net/airctl
amfora                         @1.9.2          net/amfora
annie                          @0.10.3         net/annie
antinat                        @0.90           net/antinat
ap-utils                       @1.3.3          net/ap-utils
apan                           @0.3.0-sql      net/apan
apple-pki-bundle               @2018-09-27     net/apple-pki-bundle
argus                          @3.0.8.2        net/argus
argus-clients                  @3.0.8          net/argus-clients
argus-monitor                  @3.7            net/argus-monitor
aria2                          @1.36.0         net/aria2
arla                           @0.35.11        net/arla
arp-scan                       @1.9.8          net/arp-scan
arpd                           @0.2            net/arpd
arping                         @2.23           net/arping
arpwatch                       @2.1a15         net/arpwatch
asused                         @3.72           net/asused
autossh                        @1.4g           net/autossh
avahi                          @0.8            net/avahi
axel                           @2.17.11        net/axel
balance                        @3.52           net/balance
bandwhich                      @0.20.0         net/bandwhich
baresip                        @1.1.0          net/baresip
berty                          @2.410.1        net/berty
bettercap                      @2.32.0         net/bettercap
bind9                          @9.18.7         net/bind9
bing                           @1.0.5          net/bing
binkd                          @0.9.4          net/binkd
bittornado                     @0.3.18         net/bittornado
bittwist                       @1.1            net/bittwist
blackbag                       @0.9.1          net/blackbag
bmon                           @4.0            net/bmon
bnbt                           @8.1r3          net/bnbt
bnetd                          @0.4.25         net/bnetd
bombadillo                     @2.4.0          net/bombadillo
bore-cli                       @0.4.0          net/bore-cli
brook                          @20221010       net/brook
btpd                           @0.16           net/btpd
bwm-ng                         @0.6.3          net/bwm-ng
bwping                         @2.5            net/bwping
c-ares                         @1.18.1         net/c-ares
cacti                          @1.1.27         net/cacti
calendar-contacts-server       @9.3.20200212   net/calendar-contacts-server
canto                          @0.6.13         net/canto
catgirl                        @2.1            net/catgirl
ccxstream                      @1.0.15         net/ccxstream
cdpd                           @1.0.4.1        net/cdpd
cdpr                           @2.4            net/cdpr
centerim                       @5.0.1          net/centerim
cftp                           @0.12           net/cftp
chaosreader                    @0.94           net/chaosreader
checkdns                       @0.5            net/checkdns
cidr                           @2.3.2          net/cidr
cjdns                          @21.1           net/cjdns
clash                          @1.11.8         net/clash
clive                          @0.4.10         net/clive
cloudflared                    @2022.9.0       net/cloudflared
clusterit                      @2.5            net/clusterit
cmdftp                         @0.9.8          net/cmdftp
cntlm                          @0.92.3         net/cntlm
coherence                      @0.7.dev0-20180629 net/coherence
comcast                        @1.0.1          net/comcast
consul                         @1.13.3         net/consul
corkscrew                      @2.0            net/corkscrew
croc                           @9.6.1          net/croc
cryfs                          @0.11.2         net/cryfs
cryptcat                       @1.2.1          net/cryptcat
csshX                          @0.74           net/csshX
csup                           @20060318       net/csup
ctorrent                       @3.3.2          net/ctorrent
curl                           @7.85.0         net/curl
curl-ca-bundle                 @7.85.0         net/curl
curlie                         @1.6.9          net/curlie
cvsup                          @16.1h          net/cvsup
cvsync                         @0.24.18        net/cvsync
daemonlogger                   @1.2.1          net/daemonlogger
dansguardian                   @2.12.0.3       net/dansguardian
dante                          @1.4.2          net/dante
daq                            @2.0.7          net/daq
darkstat                       @3.0.719        net/darkstat
davix                          @0.8.2          net/davix
dcd                            @1.1.1          net/dcd
ddclient                       @3.10.0_2       net/ddclient
ddnsu                          @0.3.0          net/ddnsu
deluge                         @2.0.3          net/deluge
desproxy                       @0.1.0-pre2     net/desproxy
dhcp                           @4.1-ESV-R15-P1 net/dhcp
dhcping                        @1.2            net/dhcping
dhcptest                       @0.7            net/dhcptest
dibbler                        @1.0.2RC1-20200723 net/dibbler
djbdns                         @1.05           net/djbdns
dnetc                          @2.9112.521     net/dnetc
dnrd                           @2.20.3         net/dnrd
dns-server                     @9.16.13        net/dns-server
dns2tcp                        @0.5.2          net/dns2tcp
dnsa                           @0.5            net/dnsa
dnscap                         @141            net/dnscap
dnscrypt-proxy                 @2.1.2          net/dnscrypt-proxy
dnsmasq                        @2.87           net/dnsmasq
dnsperf                        @2.9.0          net/dnsperf
dnstop                         @20220114       net/dnstop
dnstracer                      @1.9            net/dnstracer
dnsviz                         @0.9.3          net/dnsviz
docsis                         @0.9.8          net/docsis
dog                            @0.1.0          net/dog
doggo                          @0.5.4          net/doggo
drill                          @0.7.2          net/drill
dsh                            @0.25.10        net/dsh
dsocks                         @1.7            net/dsocks
duck                           @7.8.5.34493    net/duck
dynamips                       @0.2.21         net/dynamips
ec2-ls-hosts                   @0.3.0          net/ec2-ls-hosts
echoping                       @6.0.2          net/echoping
eibd                           @0.0.5          net/eibd
ejabberd                       @18.12.1        net/ejabberd
elhttp                         @0.22           net/elhttp
ergo                           @v0.2.5         net/ergo
esniper                        @2.35.0         net/esniper
et                             @6.1.11         net/et
etherape                       @0.9.15         net/etherape
ethr                           @1.0.0          net/ethr
ettercap                       @0.8.3.1        net/ettercap
exabgp                         @4.1.2          net/exabgp
ez-ipupdate                    @3.0.11b7       net/ez-ipupdate
fargate-cli                    @0.3.2          net/fargate-cli
fauxident                      @1.2.1          net/fauxident
fetch                          @9.0.0-RELEASE  net/fetch
ffp                            @0.0.8          net/ffp
ffsend                         @0.2.76         net/ffsend
filebrowser                    @2.22.4         net/filebrowser
flow-tools                     @0.68.5.1       net/flow-tools
flowd                          @0.9.1          net/flowd
fortio                         @1.38.0         net/fortio
fping                          @5.1            net/fping
fprobe                         @1.1            net/fprobe
fragroute                      @1.2            net/fragroute
fsh                            @1.2            net/fsh
fsp                            @2.8.1b29       net/fsp
fspclient                      @0.93.1         net/fspclient
ftpmap                         @0.4            net/ftpmap
ftpsync                        @1.3.06         net/ftpsync
fwknop                         @1.9.12         net/fwknop
fwknop-client                  @2.6.10         net/fwknop-client
gWakeOnLAN                     @0.8.5          net/gWakeOnLAN
gajim                          @0.16.8         net/gajim
gallery-dl                     @1.23.3         net/gallery-dl
ganglia                        @3.7.2          net/ganglia
ganglia-web                    @3.7.5          net/ganglia-web
gau                            @2.1.2          net/gau
gdrive                         @2.1.1          net/gdrive
gemget                         @1.8.0          net/gemget
genders                        @1.22           net/genders
get_iplayer                    @3.30           net/get_iplayer
gftp                           @2.9.1b         net/gftp
gibberish                      @0.2            net/gibberish
gkrellm_snmp                   @1.0            net/gkrellm_snmp
gkwebmon                       @0.2.1          net/gkwebmon
glider                         @0.16.2         net/glider
gloox                          @1.0.23         net/gloox
gnetcat                        @0.7.1          net/gnetcat
gomuks                         @0.2.4          net/gomuks
gost                           @2.11.4         net/gost
gping                          @1.4.0          net/gping
gpsd                           @3.22           net/gpsd
gq                             @1.2.3          net/gq
grafana                        @7.5.7          net/grafana
grsync                         @1.3.0          net/grsync
gssdp                          @1.0.2          net/gssdp
gtk-gnutella                   @0.97           net/gtk-gnutella
gupnp                          @1.0.3          net/gupnp
gupnp-av                       @0.12.11        net/gupnp-av
gupnp-dlna                     @0.10.5         net/gupnp-dlna
gupnp-igd                      @0.2.5          net/gupnp-igd
gupnp-tools                    @0.8.14         net/gupnp-tools
gvisor-tap-vsock               @0.4.0          net/gvisor-tap-vsock
gvpe                           @3.1            net/gvpe
hakrawler                      @2.1            net/hakrawler
haproxy                        @2.6.6          net/haproxy
hdhomerun                      @20200521       net/hdhomerun
heimdal                        @7.7.0          net/heimdal
honeyd                         @1.5c           net/honeyd
howl                           @1.0.0          net/howl
hping2                         @rc3            net/hping2
hping3                         @20051105       net/hping3
hsftp                          @1.15           net/hsftp
hss                            @1.9            net/hss
htpdate                        @0.9.1          net/htpdate
http-prompt                    @2.1.0          net/http-prompt
http-replicator                @3.0            net/http-replicator
http_ping                      @29jun2005      net/http_ping
httpie                         @3.2.1          net/httpie
httping                        @2.5            net/httping
httrack                        @3.49.2         net/httrack
hysteria                       @1.2.1          net/hysteria
icmpmonitor                    @1.2            net/icmpmonitor
icpld                          @1.1.5          net/icpld
iftop                          @1.0pre4        net/iftop
impacket                       @0.9.24         net/impacket
inetutils                      @2.3            net/inetutils
iodine                         @0.7.0          net/iodine
ipcalc                         @0.41           net/ipcalc
ipcheck                        @0.242          net/ipcheck
iperf3                         @3.11           net/iperf3
iperf3-devel                   @20220630       net/iperf3
ipfs                           @0.16.0         net/ipfs
iproute2mac                    @1.4.1          net/iproute2mac
ipsvd                          @1.0.0          net/ipsvd
ipv6calc                       @1.0.0          net/ipv6calc
irrtoolset                     @5.0.1          net/irrtoolset
jabber                         @1.6.1.1        net/jabber
jabberd                        @2.3.4          net/jabberd
jigdo                          @0.7.3          net/jigdo
